"Certainty.to.vote.in.general.election.10.is.certain","GEVote","DidyouvoteGE2015","Past.vote","Eurefvote","Certainty.to.vote.in.EU.referendum.10.is.certain","Gender","Age","Region","Ethnicity","Education","Housing","mosaic_2014_groups","postcode","parliamentary_constituency","local_authority"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","71","Wales","White","No.qualifications","Owned.outright.by.household","E","CF14 ","W07000051","W06000015"
NA,"UKIP","Yes.I.voted","Labour","Leave","10","Male","Prefer.not.to.say","London","Asian./.Asian.British:.Indian","0","Prefer.not.to.say","N","UB3 ","E14000737","E09000017"
"10","Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Other.party",NA,NA,"Male","48","Wales","White","Level.3","Being.bought.on.a.mortgage","J","CF45 ","W07000070","W06000016"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","50","London","White","Level.1","Owned.outright.by.household","K","NP19 ","W07000055","W06000022"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","Prefer.not.to.say","Scotland","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","D","FY1 ","E14000573","E06000009"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","46","London","White","Level.1","Owned.outright.by.household","O","NR28 ","E14000848","E07000147"
"10","Conservative","Yes.I.voted","Conservative","Dont.know",NA,"Female","30","South.East","White","Level.4","Being.bought.on.a.mortgage","H","IP3 ","E14000761","E07000202"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","55","Wales","White","Level.3","Owned.with.a.mortgage.or.loan","I","NP23 ","W07000072","W06000019"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","33","London","White","Level.1","Rented.from.council/local.authority","A","NW3 ","E14000727","E09000007"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Female","56","London","White","0","Prefer.not.to.say","I","SM5 ","E14000621","E09000029"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Leave","10","Male","58","Yorkshire.and.The.Humber","White","Level.4","Owned.outright.by.household","E","S70 ","E14000542","E08000016"
"5","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","61","West.Midlands","Black/Black.British","Level.1.or.2","Being.bought.on.a.mortgage","F","B20 ","E14000566","E08000025"
NA,"Would.not.vote","Yes.I.voted","Labour","Leave","10","Male","35","Wales","White","Level.2","Owned.outright.by.household","M","CF34 ","W07000074","W06000013"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","61","South.East","White","No.formal.qualifications","Being.bought.on.a.mortgage","M","ME2 ","E14000898","E06000035"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","54","South.East","White","Level.2","Owned.with.a.mortgage.or.loan","B","OX9 ","E14000742","E07000179"
"10","Labour","Yes.I.voted","Labour","Dont.know","10","Male","45","North.West","White","Level.1.or.2","Being.bought.on.a.mortgage","N","M27 ","E14000911","E08000006"
NA,"Dont.know","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Dont.know","Dont.know","Prefer.not.to.say","52","London","Prefer.not.to.say","0","Prefer.not.to.say","K","E14 ","E14000882","E09000030"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","61","West.Midlands","Prefer.not.to.say","Apprenticeship","Rented.from.council/local.authority","D","CV47 ","E14000767","E07000221"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","47","South.East","White","Level.2","Owned.with.a.mortgage.or.loan","M","PO33 ","E14000762","E06000046"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","67","Wales","White","Level.1","Rented.from.council/local.authority","K","CF35 ","W07000074","W06000013"
NA,"Dont.know","Yes.I.voted","Conservative","Remain","10","Male","70","London","White","Level.2","Owned.outright.by.household","N","N20 ","E14000636","E09000003"
NA,"Dont.know","Yes.I.voted","Dont.remember","Dont.know","Dont.know","Female","31","Scotland","White","Level.1","Rented.from.council/local.authority","I","EH55 ","S14000044","S12000040"
NA,"Would.not.vote","Cant.remember",NA,"Dont.know","0","Prefer.not.to.say","65","Wales","Prefer.not.to.say","0","Prefer.not.to.say","E","LL22 ","W07000059","W06000003"
"10","UKIP","Yes.I.voted","UKIP",NA,NA,"Female","59","Yorkshire.and.The.Humber","White","Other","Owned.outright.by.household","F","WF4 ","E14001009","E08000036"
NA,"Liberal.Democrat","Yes.I.voted","Scottish.National.Party.SNP","Remain","8","Male","81","Scotland","White","Level.1","Owned.outright.by.household","L","AB31 ","S14000058","S12000034"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","33","Wales","White","Level.4","Owned.outright.by.household","H","NE48 ","E14000746","E06000057"
"1","UKIP","Yes.I.voted","UKIP","Leave","9","Female","63","Wales","White","Level.1","Rented.from.council/local.authority","D","CA7 ","E14001053","E07000026"
"8","UKIP","Yes.I.voted","Labour","Leave","10","Male","23","London","White","Level.3","Owned.with.a.mortgage.or.loan","M","IG6 ","E14000759","E09000026"
"4","None.-.wont.vote","No.I.chose.not.to.vote","0","Leave","10","Male","46","Scotland","White","Dont.know","Rented.from.private.landlord","I","G21 ","S14000032","S12000046"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","35","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","H","PH1 ","S14000054","S12000024"
"Dont.know","Dont.know","No.I.chose.not.to.vote",NA,"Remain","Dont.know","Female","76","North.West","White","0","Owned.with.a.mortgage.or.loan","E","BB3 ","E14000902","E06000008"
"10","UKIP","Yes.I.voted","Conservative","Leave","10","Male","48","North.West","White","Level.4","Owned.outright.by.household","C","SK12 ","E14000802","E06000049"
"10","Labour","Yes.I.voted","Labour","Leave",NA,"Female","50","North.West","White","Level.1.or.2","Being.bought.on.a.mortgage","O","CA1 ","E14000620","E07000028"
"10","UKIP","Yes.I.voted","UKIP","Dont.know","10","Male","81","South.West","White","Level.2","Owned.outright.by.household","E","SP4 ","E14000912","E06000054"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Prefer.not.to.say","Prefer.not.to.say","East.of.England","Prefer.not.to.say","Dont.know","Prefer.not.to.say","M","SS2 ","E14000957","E06000033"
"10","Dont.know","Yes.I.voted","Other.party","Would.not.vote","1","Female","51","Scotland","White","Level.1.or.2","Owned.outright.by.household","M","DD3 ","S14000016","S12000042"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","10","Male","41","Wales","White","Level.4","Owned.with.a.mortgage.or.loan","G","LL55 ","W07000057","W06000002"
NA,"Dont.know","Yes.I.voted","Scottish.National.Party.SNP","Dont.know","5","Female","38","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","C","AB52 ","S14000037","S12000034"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","43","London","Black./.African./.Caribbean./.Black.British","Level.1","Rented.from.a.private.landlord.or.letting.agency","N","SE16 ","E14000615","E09000028"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","10","Female","52","North.East","White","Level.2","Owned.outright.by.household","I","IP2 ","E14000761","E07000202"
NA,"Would.not.vote","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","21","Scotland","White","Level.1","Rented.from.council/local.authority","D","KY1 ","S14000036","S12000015"
"10","Conservative","Yes.I.voted","Labour","Dont.know","10","Male","60","London","Black/Black.British","Level.3","Being.bought.on.a.mortgage","N","SW16 ","E14000655","E09000008"
"5","Dont.know","No.I.chose.not.to.vote","blank","Leave","10","Female","22","North.West","White","Level.3","Rented.from.Local.Authority","O","CH1 ","E14000640","E06000050"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","29","East.Midlands","Black/Black.British","Level.1","Rented.from.council/local.authority","J","MK6 ","E14000821","E06000042"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","50","Scotland","White","0","Owned.outright.by.household","O","AB10 ","S14000002","S12000033"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","76","North.West","White","Level.2","Owned.outright.by.household","E","M30 ","E14000911","E08000006"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Male","34","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","L","LL14 ","W07000062","W06000006"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","78","South.East","White","Level.4","Social.housing.rented.other.than.from.council/local.authority","E","S70 ","E14000542","E08000016"
NA,"Dont.know","Yes.I.voted","UKIP","Dont.know","3","Male","59","Wales","White","Level.3","Rented.from.a.private.landlord.or.letting.agency","J","CF62 ","W07000078","W06000014"
NA,"Would.not.vote","Yes.I.voted","Labour","Remain","5","Female","57","London","Black./.African./.Caribbean./.Black.British","Level.3","Social.housing.rented.other.than.from.council/local.authority","N","UB1 ","E14000676","E09000009"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","50","North.West","White","Level.3","Owned.with.a.mortgage.or.loan","M","CW1 ","E14000653","E06000049"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","32","Yorkshire.and.The.Humber","White","Level.4","Being.bought.on.a.mortgage","H","YO24 ","E14001061","E06000014"
NA,"Labour","Yes.I.voted","Labour","Remain","9","Female","35","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","H","PA19 ","S14000038","S12000018"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave",NA,"Female","43","Scotland","Asian/Asian.British","Level.4","Being.bought.on.a.mortgage","G","G42 ","S14000034","S12000046"
"10","UKIP","Yes.I.voted","Labour","Leave",NA,"Male","73","South.East","White","Other","Rented.from.Housing.Association","L","RH19 ","E14000681","E07000215"
"10","UKIP","Yes.I.voted","UKIP","Leave",NA,"Female","51","West.Midlands","White","Other","Being.bought.on.a.mortgage","F","WS6 ","E14000945","E07000196"
NA,"UKIP","Yes.I.voted","Dont.remember","Leave","10","Male","65","Scotland","White","0","Owned.with.a.mortgage.or.loan","K","PA16 ","S14000038","S12000018"
"9","Labour","Yes.I.voted","Labour","Remain",NA,"Female","26","London","White","Level.4","Being.bought.on.a.mortgage","A","NW11 ","E14000703","E09000003"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","28","North.West","White","Level.4","Owned.with.a.mortgage.or.loan","F","L25 ","E14000708","E08000012"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","67","North.West","White","Other","Owned.outright.by.household","M","CW8 ","E14001024","E06000050"
"10","Conservative","Yes.I.voted","UKIP","Leave","10","Male","47","North.East","White","Other","Being.bought.on.a.mortgage","L","SR3 ","E14000754","E08000024"
"10","Conservative","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Dont.know",NA,"Female","27","South.East","White","Level.1.or.2","Rented.from.private.landlord","J","SS2 ","E14000899","E06000033"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","59","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","O","KA30 ","S14000048","S12000021"
"1","Labour","Yes.I.voted","Labour","Dont.know","2","Female","34","East.Midlands","White","0","Owned.with.a.mortgage.or.loan","J","NR4 ","E14000864","E07000148"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","55","West.Midlands","White","Level.1","Owned.outright.by.household","F","BA1 ","E14000547","E06000022"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","50","Wales","White","0","Owned.with.a.mortgage.or.loan","C","LD3 ","W07000068","W06000023"
"10","Labour","Yes.I.voted","Green.Party","Remain","10","Male","22","East.of.England","Mixed","Level.3","Owned.outright.by.household","F","E8 ","E14000720","E09000012"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","44","East.of.England","Mixed","Level.3","Owned.outright.by.household","H","NN5 ","E14000862","E07000154"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","45","East.Midlands","White","Level.2","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","J","NG22 ","E14000924","E07000175"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","61","London","White","Dont.know","Rented.from.Housing.Association","K","SE16 ","E14000553","E09000028"
"7","Labour","Yes.I.voted","Labour","Remain","8","Female","27","London","Black/Black.British","Level.4","Shared.ownership.part.owned.and.part.rented","O","CR0 ","E14000655","E09000008"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","66","London","White","0","Owned.outright.by.household","A","SW15 ","E14000887","E09000032"
"10","Scottish.National.Party.SNP","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Leave",NA,"Female","23","Scotland","White","Level.3","Rented.from.private.landlord","O","DD5 ","S14000015","S12000042"
"7","Labour","Yes.I.voted","Labour",NA,NA,"Female","46","North.West","White","Level.1.or.2","Rented.from.private.landlord","L","WA4 ","E14001018","E06000007"
"1","Dont.know","No.I.chose.not.to.vote",NA,"Remain","2","Male","67","South.East","White","No.qualifications","Rented.from.a.private.landlord.or.letting.agency","F","DN7 ","E14000669","E08000017"
"10","Dont.know","Yes.I.voted","Liberal.Democrat","Remain","10","Female","Prefer.not.to.say","West.Midlands","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","J","BS37 ","E14000994","E06000025"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","53","Scotland","White","Dont.know","Owned.outright.by.household","M","G68 ","S14000012","S12000044"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Dont.remember","Leave","10","Female","59","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","O","KA1 ","S14000040","S12000008"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","79","London","White","Level.2","Owned.outright.by.household","A","SW1X ","E14000639","E09000033"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","71","London","White","0","Owned.outright.by.household","N","N21 ","E14000692","E09000010"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","30","East.of.England","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","O","TA6 ","E14000595","E07000188"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Male","61","East.of.England","White","No.formal.qualifications","Rented.from.Local.Authority","K","CM1 ","E14000628","E07000070"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","44","East.of.England","White","Level.1","Owned.with.a.mortgage.or.loan","G","NR33 ","E14001022","E07000206"
"10","Dont.know","Yes.I.voted","blank","Dont.know","10","Prefer.not.to.say","47","South.East","White","Level.1.or.2","Being.bought.on.a.mortgage","H","GU12 ","E14000530","E07000092"
"10","Dont.know","Yes.I.voted","Labour","Remain","6","Female","51","South.East","Black/Black.British","Level.1","Owned.outright.by.household","H","WV3 ","E14001051","E08000031"
"1","Labour","No.I.chose.not.to.vote",NA,"Leave","10","Female","58","East.of.England","White","0","Owned.with.a.mortgage.or.loan","F","CM3 ","E14001045","E07000067"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","30","Wales","White","Level.3","Being.bought.on.a.mortgage","G","SA2 ","W07000047","W06000011"
"Dont.know","Labour","Yes.I.voted","Labour","Remain","10","Female","53","North.West","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","K","WA7 ","E14000725","E06000006"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Female","43","Wales","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","H","CF31 ","W07000073","W06000013"
"7","Conservative","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Leave","9","Male","26","East.of.England","White","Other","Rented.from.private.landlord","H","IP6 ","E14000613","E07000203"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","45","Yorkshire.and.The.Humber","White","0","Owned.outright.by.household","M","SS11 ","E14000888","E07000066"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Male","57","Wales","White","0","Rented.from.a.private.landlord.or.letting.agency","O","CH5 ","W07000043","W06000005"
NA,"Dont.know","Yes.I.voted","Green.Party","Remain","5","Male","29","London","Asian./.Asian.British:.Indian","Level.1","Prefer.not.to.say","N","UB1 ","E14000676","E09000009"
